,Intensity
-7.86E-05,-0.37552941
2.18E-07,-0.25003922
9.60E-05,0.008784314
0.00036601,-0.40690196
0.0008102,-0.21082353
0.00142856,0.53427451
0.00222112,-2.0147451
0.00318787,-2.4382745
0.00432881,-3.324549
0.00564393,-3.9833725
0.00713324,-3.7951373
0.00879674,-4.124549
0.01063443,-3.7559216
0.01264631,-3.949551
0.01483238,-3.9233605
0.01719263,-0.11656584
0.01972708,4.6002448
0.02243571,9.8427576
0.02531853,6.599208
0.02837554,4.132341
0.03160674,7.77549
0.03501213,2.7051255
0.0385917,-3.8709093
0.04234547,-3.1761438
0.04627342,3.7698141
0.05037556,1.8453958
0.05465189,0.32903264
0.05910241,0.20111684
0.06372712,-0.72658692
0.06852602,-2.6815296
0.0734991,-1.4048877
0.07864638,5.3856917
0.08396784,10.223542
0.08946349,4.8968984
0.09513333,-1.7236508
0.10097736,-3.8812429
0.10699557,-3.8503876
0.11318798,-3.8428497
0.11955457,-2.7135311
0.12609535,-0.70556916
0.13281032,-0.21896377
0.13969948,-1.1360679
0.14676283,-0.037273755
0.15400037,2.0264383
0.16141209,3.894284
0.16899801,2.5623417
0.17675811,2.4462978
0.1846924,2.0324266
0.19280088,1.4619048
0.20108355,-0.010365813
0.20954041,-2.258895
0.21817145,-1.3856434
0.22697669,0.225075
0.23595611,1.5379663
0.24510972,1.329501
0.25443752,1.0977183
0.26393951,2.3641868
0.27361569,0.52498507
0.28346605,-1.2983184
0.29349061,-1.6233706
0.30368935,-1.8933088
0.31406228,-2.453231
0.3246094,-3.1305883
0.33533071,-1.5959688
0.34622621,-0.39839216
0.3572959,0.49351414
0.36853977,2.044456
0.37995783,1.5250217
0.39155009,1.3979562
0.40331653,1.4044362
0.41525716,1.3483831
0.42737197,1.9278361
0.43966098,1.6369129
0.45212418,2.0207116
0.46476156,1.4792321
0.47757313,0.60070976
0.49055889,0.15377199
0.50371884,-0.36354197
0.51705298,-0.61397724
0.53056131,-0.69165144
0.54424382,-0.18087832
0.55810053,-0.21891276
0.57213142,-0.39791164
0.5863365,-0.30218868
0.60071577,-0.12782231
0.61526923,0.25067766
0.62999688,0.53527203
0.64489871,0.71811765
0.65997473,0.94438281
0.67522495,0.95886957
0.69064935,0.55765635
0.70624794,0.31329218
0.72202072,-0.24481119
0.73796769,-0.17547727
0.75408884,-0.40419628
0.77038419,-0.59371329
0.78685372,-0.61069499
0.80349744,-0.30612176
0.82031535,-0.92705243
0.83730745,-0.32446739
0.85447374,0.12124121
0.87181421,-0.34286782
0.88932888,-0.093265056
0.90701773,0.41514754
0.92488077,0.021585642
0.942918,-0.13669584
0.96112942,0.49716585
0.97951503,0.43297462
0.99807483,0.53347557
1.0168088,0.78298242
1.035717,1.1187501
1.0547993,0.7486217
1.0740559,1.1863227
1.0934866,1.3651866
1.1130916,1.3401151
1.1328707,1.4562064
1.152824,1.454637
1.1729515,1.1236421
1.1932532,0.86322171
1.213729,0.86161116
1.2343791,1.0011634
1.2552033,1.0622705
1.2762018,1.3429718
1.2973744,1.2393457
1.3187212,0.86119606
1.3402422,0.82813076
1.3619374,0.75583607
1.3838068,0.73058651
1.4058504,0.81512716
1.4280681,1.0329875
1.4504601,1.0076968
1.4730262,1.1000395
1.4957665,0.9257018
1.518681,0.81409552
1.5417697,0.7573775
1.5650326,0.44182225
1.5884697,0.36154741
1.612081,0.18714123
1.6358664,0.14605468
1.6598261,-0.036222038
1.6839599,-0.13223795
1.7082679,0.13251675
1.7327501,0.044316574
1.7574065,0.25414191
1.7822371,0.3070908
1.8072419,0.43061423
1.8324209,0.47569258
1.857774,0.42663959
1.8833013,0.29129838
1.9090029,0.27359054
1.9348786,0.17743761
1.9609285,0.20676119
1.9871526,-0.014909331
2.0135509,0.11634763
2.0401234,0.17700265
2.06687,0.182742
2.0937909,0.47866374
2.1208859,0.24908158
2.1481551,0.5214465
2.1755985,0.36242517
2.2032161,0.25044897
2.2310079,0.28747867
2.2589739,0.20684761
2.2871141,0.20463423
2.3154285,0.3200542
2.343917,0.31781341
2.3725797,0.19791186
2.4014167,0.43093779
2.4304278,0.34238139
2.4596131,0.23812501
2.4889726,0.53385493
2.5185062,0.45310057
2.5482141,0.47429328
2.5780962,0.33076642
2.6081524,0.32055918
2.6383828,0.29465197
2.6687875,0.096182044
2.6993663,0.25063959
2.7301193,0.059985395
2.7610465,0.057552793
2.7921478,0.18843982
2.8234234,-0.11205939
2.8548732,0.46585906
2.8864971,-0.14839305
2.9182952,0.15498819
2.9502676,0.40345378
2.9824141,-0.17162375
3.0147348,0.49250071
3.0472296,0.26249382
3.0798987,-0.053801282
3.112742,0.89263501
3.1457594,0.12925369
3.1789511,0.31487827
3.2123169,0.64950876
3.2458569,0.61549809
3.2795711,0.29912078
3.3134595,0.79841605
3.3475221,0.88985448
3.3817589,0.50284784
3.4161698,0.57857259
3.450755,0.96800913
3.4855143,0.36135354
3.5204478,0.61742935
3.5555556,0.95976596
3.5908375,0.67463789
3.6262936,0.5934177
3.6619238,0.74747791
3.6977283,0.8309362
3.733707,0.47516509
3.7698598,0.68408617
3.8061868,0.78318962
3.8426881,0.60776957
3.8793635,0.66762994
3.9162131,0.64904523
3.9532369,0.70103506
3.9904348,0.51771706
4.027807,0.60889517
4.0653534,0.52751056
4.1030739,0.42258284
4.1409686,0.39607279
4.1790376,0.31464708
4.2172807,0.37438414
4.255698,0.27724475
4.2942895,0.15656225
4.3330551,0.2790033
