,Intensity
-7.86E-05,-0.42196078
2.18E-07,-0.37490196
9.60E-05,-0.3827451
0.00036601,-0.61803922
0.0008102,-0.10823529
0.00142856,0.67607843
0.00222112,-2.3984314
0.00318787,-2.2886275
0.00432881,-3.1043137
0.00564393,-3.8101961
0.00713324,-3.5513725
0.00879674,-3.4572549
0.01063443,-3.8101961
0.01264631,-3.3132453
0.01483238,-3.7807551
0.01719263,-0.34998037
0.01972708,4.4535887
0.02243571,9.2809324
0.02531853,6.2340116
0.02837554,3.8775322
0.03160674,7.9056118
0.03501213,2.294721
0.0385917,-3.6453362
0.04234547,-2.5341678
0.04627342,3.5184224
0.05037556,1.4457677
0.05465189,0.94982891
0.05910241,0.26590009
0.06372712,-0.38641089
0.06852602,-1.5169079
0.0734991,-0.40402245
0.07864638,6.0267554
0.08396784,9.7126805
0.08946349,3.2498313
0.09513333,-2.8519883
0.10097736,-3.5104254
0.10699557,-3.533323
0.11318798,-3.5402891
0.11955457,-2.3391667
0.12609535,-0.21230889
0.13281032,0.2834217
0.13969948,-1.0166808
0.14676283,0.39718739
0.15400037,1.8897323
0.16141209,2.723699
0.16899801,1.5892835
0.17675811,1.3413878
0.1846924,1.7055021
0.19280088,1.5286852
0.20108355,0.29329014
0.20954041,-1.9928401
0.21817145,-1.1649995
0.22697669,1.2709296
0.23595611,1.942398
0.24510972,1.374896
0.25443752,0.79979622
0.26393951,1.5504319
0.27361569,-0.263393
0.28346605,-1.8887373
0.29349061,-1.7883461
0.30368935,-1.8053567
0.31406228,-2.4260436
0.3246094,-2.5288381
0.33533071,-0.9843285
0.34622621,-0.004279487
0.3572959,0.68581875
0.36853977,1.5251819
0.37995783,1.0863589
0.39155009,1.0948401
0.40331653,1.1663117
0.41525716,1.4733226
0.42737197,1.9452848
0.43966098,2.0645511
0.45212418,2.1056313
0.46476156,1.8567607
0.47757313,0.88656674
0.49055889,0.19112791
0.50371884,-0.75504601
0.51705298,-1.1127394
0.53056131,-1.1956776
0.54424382,-0.84699799
0.55810053,-0.22356329
0.57213142,-0.211648
0.5863365,-0.19948742
0.60071577,0.22076159
0.61526923,0.5785108
0.62999688,0.70905432
0.64489871,0.83984314
0.65997473,0.82296318
0.67522495,0.57077531
0.69064935,0.17739718
0.70624794,-0.35717121
0.72202072,-0.35057693
0.73796769,-0.72046702
0.75408884,-0.34527287
0.77038419,-0.40930819
0.78685372,0.044289749
0.80349744,-0.18447904
0.82031535,-0.16228123
0.83730745,0.36970671
0.85447374,-0.2042015
0.87181421,-0.42518232
0.88932888,0.2244113
0.90701773,-0.020126516
0.92488077,-0.47644283
0.942918,0.20448197
0.96112942,0.35990277
0.97951503,0.40550587
0.99807483,0.46678144
1.0168088,1.0770628
1.035717,0.65987946
1.0547993,0.87797641
1.0740559,1.3235105
1.0934866,1.1651093
1.1130916,1.3439492
1.1328707,1.2404224
1.152824,1.1290386
1.1729515,0.89215081
1.1932532,1.0081904
1.213729,1.1791182
1.2343791,1.0127773
1.2552033,1.2150501
1.2762018,1.3075051
1.2973744,1.0156326
1.3187212,0.81786401
1.3402422,0.72204238
1.3619374,0.75169715
1.3838068,0.97741657
1.4058504,1.132534
1.4280681,1.1621474
1.4504601,1.1133156
1.4730262,1.0879994
1.4957665,0.88227735
1.518681,0.70791401
1.5417697,0.4315761
1.5650326,0.45326361
1.5884697,0.13768243
1.612081,0.026009022
1.6358664,0.23589045
1.6598261,-0.12679093
1.6839599,0.20070997
1.7082679,0.26937356
1.7327501,0.15763119
1.7574065,0.61842405
1.7822371,0.25567371
1.8072419,0.44192919
1.8324209,0.37719048
1.857774,0.24184974
1.8833013,0.37316188
1.9090029,0.22210729
1.9348786,0.27496047
1.9609285,0.15525084
1.9871526,0.16101762
2.0135509,0.30794707
2.0401234,0.24309803
2.06687,0.3272548
2.0937909,0.30159386
2.1208859,0.38572305
2.1481551,0.20317178
2.1755985,0.16178318
2.2032161,0.16743962
2.2310079,0.25151365
2.2589739,0.17086799
2.2871141,0.30197325
2.3154285,0.58992747
2.343917,0.30531887
2.3725797,0.50697099
2.4014167,0.33998187
2.4304278,0.43180248
2.4596131,0.48439362
2.4889726,0.23893175
2.5185062,0.27580903
2.5482141,0.29698624
2.5780962,0.3259928
2.6081524,0.30792674
2.6383828,0.15651356
2.6687875,0.24822384
2.6993663,0.15168504
