,Intensity
-7.86E-05,-0.48941176
2.18E-07,-0.30117647
9.60E-05,-0.40313725
0.00036601,-0.37960784
0.0008102,0.043921569
0.00142856,0.5145098
0.00222112,-2.0345098
0.00318787,-2.3482353
0.00432881,-3.0854902
0.00564393,-3.6031373
0.00713324,-3.7364706
0.00879674,-3.1952941
0.01063443,-3.7678431
0.01264631,-3.4904246
0.01483238,-3.4245188
0.01719263,-0.76228286
0.01972708,4.4962834
0.02243571,8.9394152
0.02531853,5.7435832
0.02837554,3.7087874
0.03160674,7.4546355
0.03501213,2.5889708
0.0385917,-3.69605
0.04234547,-2.4749365
0.04627342,4.0013308
0.05037556,1.7092225
0.05465189,1.0957973
0.05910241,-0.003650459
0.06372712,-0.97735621
0.06852602,-1.9978689
0.0734991,-1.025973
0.07864638,5.7030376
0.08396784,9.9538686
0.08946349,3.891226
0.09513333,-2.414302
0.10097736,-3.4803625
0.10699557,-3.4873477
0.11318798,-3.5254535
0.11955457,-2.4338958
0.12609535,-1.1773803
0.13281032,-0.66571098
0.13969948,-1.6675153
0.14676283,0.060343919
0.15400037,2.0315923
0.16141209,3.2658376
0.16899801,2.4532759
0.17675811,2.2841033
0.1846924,2.3191041
0.19280088,1.970043
0.20108355,-0.080727003
0.20954041,-2.5547746
0.21817145,-2.150139
0.22697669,-0.035447556
0.23595611,1.467731
0.24510972,1.2142986
0.25443752,1.4003338
0.26393951,2.1513266
0.27361569,0.67512039
0.28346605,-0.95769677
0.29349061,-1.4059484
0.30368935,-1.6657128
0.31406228,-2.8977745
0.3246094,-3.0550744
0.33533071,-1.6513383
0.34622621,-0.57676203
0.3572959,0.79610528
0.36853977,1.745695
0.37995783,1.7543601
0.39155009,1.8887673
0.40331653,1.5763674
0.41525716,2.4014743
0.42737197,2.0582056
0.43966098,1.8642084
0.45212418,1.8665414
0.46476156,1.280891
0.47757313,0.52294334
0.49055889,-0.12494851
0.50371884,-0.57651008
0.51705298,-0.99644726
0.53056131,-0.90632868
0.54424382,-0.4238014
0.55810053,-0.16063011
0.57213142,-0.25014816
0.5863365,-0.43353202
0.60071577,-0.012742463
0.61526923,0.16516168
0.62999688,0.50802355
0.64489871,0.81976471
0.65997473,1.0380507
0.67522495,1.060243
0.69064935,0.63536127
0.70624794,0.53203285
0.72202072,-0.17523241
0.73796769,0.12925176
0.75408884,-0.49176953
0.77038419,-0.57162963
0.78685372,-0.57307363
0.80349744,-0.43335643
0.82031535,-0.80345843
0.83730745,-0.19318354
0.85447374,-0.02998274
0.87181421,-0.32954232
0.88932888,-0.22911716
0.90701773,0.4359986
0.92488077,0.065804971
0.942918,0.017164698
0.96112942,0.53321504
0.97951503,0.39042657
0.99807483,0.33389734
1.0168088,0.70872539
1.035717,0.89530288
1.0547993,1.1681396
1.0740559,1.5272356
1.0934866,1.7765123
1.1130916,1.806166
1.1328707,1.7181573
1.152824,1.4732706
1.1729515,0.73425097
1.1932532,0.95207882
1.213729,1.0365581
1.2343791,0.97200244
1.2552033,1.10351
1.2762018,0.7251983
1.2973744,0.89589097
1.3187212,0.81558797
1.3402422,0.91566186
1.3619374,1.1961126
1.3838068,1.013803
1.4058504,1.051086
1.4280681,0.82168704
1.4504601,1.0785473
1.4730262,1.02951
1.4957665,0.93339851
1.518681,0.80589924
1.5417697,0.52936509
1.5650326,0.64497253
1.5884697,0.39978039
1.612081,0.2879063
1.6358664,0.25444832
1.6598261,-0.030005333
1.6839599,0.28160418
1.7082679,-0.026409429
1.7327501,0.24595385
1.7574065,0.43987048
1.7822371,0.18671302
1.8072419,0.36491284
1.8324209,0.26074444
1.857774,0.50165881
1.8833013,0.50726378
1.9090029,0.2618731
1.9348786,0.43215341
1.9609285,0.22594787
1.9871526,0.1138447
2.0135509,0.20564782
2.0401234,0.22684744
2.06687,0.35783571
2.0937909,0.41037733
2.1208859,0.43937427
2.1481551,0.33502261
2.1755985,0.4267341
2.2032161,0.30666561
2.2310079,0.44540538
2.2589739,0.2939338
2.2871141,0.44832931
2.3154285,0.30467032
2.343917,0.27864312
2.3725797,0.27613006
2.4014167,0.31281741
2.4304278,0.47497969
2.4596131,0.37830316
2.4889726,0.57180744
2.5185062,0.43588469
2.5482141,0.43327999
2.5780962,0.45418944
2.6081524,0.17704439
2.6383828,0.39400172
2.6687875,0.108983
2.6993663,0.11414508
2.7301193,0.26046836
2.7610465,-0.071655007
2.7921478,0.20797106
2.8234234,0.21307205
2.8548732,0.029922477
2.8864971,0.16832626
2.9182952,0.18906771
2.9502676,0.30391153
2.9824141,0.05011263
3.0147348,0.40022003
3.0472296,0.63266509
3.0798987,-0.27216002
3.112742,0.58770548
3.1457594,0.46716356
3.1789511,0.13484165
3.2123169,0.57897506
3.2458569,0.75642653
3.2795711,0.40837253
3.3134595,0.32696993
3.3475221,0.48084617
3.3817589,0.68176597
3.4161698,0.40423911
3.450755,0.83257934
3.4855143,0.78247293
3.5204478,0.56764536
3.5555556,0.70574369
3.5908375,0.78108165
3.6262936,0.87993376
3.6619238,0.56308431
3.6977283,0.80308234
3.733707,0.78424157
3.7698598,0.66342474
3.8061868,0.78572989
3.8426881,0.57860801
3.8793635,0.71656889
3.9162131,0.5172596
3.9532369,0.62381739
3.9904348,0.72251677
4.027807,0.49178911
4.0653534,0.54339912
4.1030739,0.51656249
4.1409686,0.37990666
4.1790376,0.43147085
4.2172807,0.24772566
4.255698,0.26788676
4.2942895,0.10764043
4.3330551,0.2140455
4.371995,0.23416078
4.411109,-0.043778426
4.4503973,0.039051411
4.4898597,0.074807153
4.5294963,-0.046315124
4.5693071,0.15411596
4.6092921,-0.06899765
4.6494513,0.0294421
4.6897847,-0.052525579
4.7302923,-0.032547747
4.770974,-0.098859696
4.8118299,-0.01616731
4.8528601,-0.058980392
4.8940644,-0.07630165
4.9354429,0.016174103
4.9769956,-0.048219802
5.0187225,-0.042032383
5.0606235,0.097481458
5.1026988,-0.16301161
5.1449482,1.78E-05
5.1873719,0.10813837
5.2299697,-0.011198964
5.2727417,0.065535219
5.3156879,0.040301707
5.3588083,0.046433831
5.4021029,-0.080774289
5.4455717,0.13710872
5.4892146,-0.052858324
5.5330318,0.086579487
5.5770231,0.16326529
5.6211886,-0.003193078
5.6655283,0.18328282
5.7100422,0.13445769
5.7547303,0.18758643
5.7995926,0.24070826
5.8446291,0.16048985
5.8898397,0.27634295
5.9352245,0.11767934
5.9807836,0.29626372
6.0265168,0.24739021
6.0724242,0.17498037
6.1185058,0.27511264
6.1647616,0.15563016
6.2111916,0.21653292
6.2577957,0.1362523
6.3045741,0.29910202
6.3515266,0.25018013
6.3986533,0.34242779
6.4459543,0.30917835
6.4934294,0.10337297
6.5410787,0.21912931
6.5889021,0.19370227
6.6368998,-0.019966979
6.6850717,0.56635686
6.7334177,0.078163985
6.781938,0.30368969
6.8306324,0.44293397
6.879501,0.25275957
6.9285438,0.046891991
6.9777608,0.46062534
7.027152,0.28611648
7.0767174,0.041012481
7.1264569,0.43119568
7.1763707,0.18607786
7.2264586,0.12134527
7.2767207,0.34680186
7.327157,0.12519271
7.3777675,0.19377272
7.4285522,0.27018897
7.4795111,0.072088491
7.5306442,0.1877066
7.5819514,0.12292563
7.6334329,0.12088285
7.6850885,0.15804885
7.7369183,0.1246197
7.7889223,0.32647775
7.8411005,0.049897524
7.8934529,0.25958489
7.9459795,-0.009166023
7.9986802,0.17697811
8.0515552,0.033703567
8.1046043,-0.10173475
8.1578277,0.30399649
8.2112252,-0.18439683
8.2647969,0.11935981
8.3185428,0.062325214
8.3724629,-0.088833937
8.4265572,0.081568627
8.4808256,-0.1146966
8.5352683,0.065508168
8.5898851,-0.052326882
8.6446761,-0.12310371
8.6996413,-0.052704664
8.7547808,-0.15485524
8.8100943,0.017503392
8.8655821,-0.10817779
8.9212441,-0.069153696
8.9770803,-0.11640471
9.0330906,-0.085224947
9.0892751,-0.085418335
9.1456339,-0.093455459
9.2021668,-0.046591223
9.2588739,0.015958689
9.3157552,-0.11757043
9.3728107,-0.055021717
9.4300403,-0.06306184
9.4874442,-0.024043738
9.5450222,-0.15757526
9.6027745,0.14810831
9.6607009,-0.095228324
9.7188015,0.10065012
9.7770763,0.053390719
9.8355253,-0.025241835
9.8941485,0.1471054
9.9529458,-0.072704821
10.011917,0.068268669
10.071063,0.052378814
10.130383,-0.002727326
10.189877,0.16177378
10.249545,-0.003137484
10.309388,0.13783301
10.369405,0.12978329
10.429596,-0.074345453
10.489961,0.31760363
10.5505,-0.03554592
10.611213,0.16032353
10.672101,0.14442768
10.733163,0.050099862
10.794399,0.23028124
10.855809,0.065363988
10.917393,0.30828927
10.979152,-0.005648795
11.041085,0.24511842
11.103192,0.11157132
11.165473,0.21331773
11.227928,0.1582008
11.290558,0.14229895
11.353361,0.13423964
11.416339,0.14186601
11.479491,0.1965506
11.542818,0.47084244
11.606318,-0.33721927
11.669993,0.83903215
11.733841,-0.14942291
11.797864,-0.20454524
11.862062,0.54817497
11.926433,0.061678891
11.990979,-0.048347196
12.055698,0.39848886
12.120592,0.13159883
12.185661,0.013727805
12.250903,-0.072771269
12.316319,0.49955259
12.38191,-0.17518298
12.447675,-0.089134835
12.513614,0.46750095
12.579727,-0.3719423
12.646015,0.30233934
