,Intensity
-7.86E-05,-0.33160784
2.18E-07,-0.40219608
9.60E-05,-0.18258824
0.00036601,-0.4492549
0.0008102,0.42133333
0.00142856,0.33505882
0.00222112,-2.2453333
0.00318787,-2.112
0.00432881,-3.4139608
0.00564393,-3.6727843
0.00713324,-3.8923922
0.00879674,-3.9002353
0.01063443,-3.6414118
0.01264631,-4.0466914
0.01483238,-3.3929256
0.01719263,-0.59776142
0.01972708,4.6054679
0.02243571,9.8873505
0.02531853,6.196906
0.02837554,4.24786
0.03160674,7.6245261
0.03501213,2.4837671
0.0385917,-3.6606916
0.04234547,-3.106889
0.04627342,3.5098805
0.05037556,1.499421
0.05465189,0.31271293
0.05910241,0.45171695
0.06372712,-0.41297865
0.06852602,-2.3754915
0.0734991,-1.169155
0.07864638,5.4413251
0.08396784,9.8167329
0.08946349,4.4041274
0.09513333,-2.0435502
0.10097736,-3.7380647
0.10699557,-3.7774554
0.11318798,-3.7695652
0.11955457,-2.3889041
0.12609535,-0.4433152
0.13281032,0.12994666
0.13969948,-0.97500091
0.14676283,0.16341072
0.15400037,1.9451816
0.16141209,3.3977626
0.16899801,2.2309577
0.17675811,1.9428061
0.1846924,1.6156608
0.19280088,1.3357962
0.20108355,-0.002669878
0.20954041,-1.9448356
0.21817145,-1.1416814
0.22697669,0.68130262
0.23595611,1.5633321
0.24510972,1.0808777
0.25443752,0.99080204
0.26393951,1.7166346
0.27361569,0.34072837
0.28346605,-1.7643677
0.29349061,-1.6888497
0.30368935,-1.7072274
0.31406228,-2.5175399
0.3246094,-2.6688071
0.33533071,-1.1727934
0.34622621,-0.33538135
0.3572959,0.76107619
0.36853977,1.4812851
0.37995783,1.3625002
0.39155009,1.0400158
0.40331653,0.84324344
0.41525716,1.5486538
0.42737197,1.5954627
0.43966098,1.8621013
0.45212418,2.2466089
0.46476156,1.7372208
0.47757313,0.74178012
0.49055889,0.25636533
0.50371884,-0.3307883
0.51705298,-1.0588965
0.53056131,-0.79070424
0.54424382,-0.53797635
0.55810053,-0.48110495
0.57213142,-0.37695278
0.5863365,-0.28826493
