,Intensity
-7.86E-05,-0.45960784
2.18E-07,-0.3654902
9.60E-05,-0.27921569
0.00036601,-0.39686275
0.0008102,-0.20078431
0.00142856,0.38745098
0.00222112,-2.2556863
0.00318787,-2.4909804
0.00432881,-3.2596078
0.00564393,-3.785098
0.00713324,-3.612549
0.00879674,-3.7537255
0.01063443,-3.785098
0.01264631,-3.609691
0.01483238,-3.7007032
0.01719263,-0.68558555
0.01972708,4.7140933
0.02243571,9.9414705
0.02531853,5.788703
0.02837554,4.4048104
0.03160674,8.3544986
0.03501213,1.8260029
0.0385917,-3.6669513
0.04234547,-2.532207
0.04627342,3.7165102
0.05037556,1.6360631
0.05465189,1.1480203
0.05910241,0.22885237
0.06372712,-0.34497004
0.06852602,-1.6244274
0.0734991,-0.51932351
0.07864638,6.429165
0.08396784,10.060254
0.08946349,3.1190414
0.09513333,-3.0532964
0.10097736,-3.5626415
0.10699557,-3.601151
0.11318798,-3.6080405
0.11955457,-1.9048787
0.12609535,-0.036763484
0.13281032,0.31787367
0.13969948,-1.1546927
0.14676283,0.1180864
0.15400037,2.3479757
0.16141209,2.9232105
0.16899801,1.5065359
0.17675811,1.6116773
0.1846924,1.5366741
0.19280088,1.673683
0.20108355,0.24231185
0.20954041,-2.1221451
0.21817145,-0.94125665
0.22697669,1.3300754
0.23595611,2.2604784
0.24510972,1.1675994
0.25443752,0.85928161
0.26393951,1.6178779
0.27361569,-0.36837634
0.28346605,-1.9700694
0.29349061,-1.7597504
0.30368935,-1.6276152
0.31406228,-2.6168013
0.3246094,-2.4527987
0.33533071,-0.9630585
0.34622621,-0.11620808
0.3572959,1.0524584
0.36853977,1.4998037
0.37995783,1.1630827
0.39155009,1.0540602
0.40331653,1.1492067
0.41525716,1.6367575
0.42737197,2.0931832
0.43966098,2.416523
0.45212418,2.2852083
0.46476156,1.8011998
0.47757313,1.0037133
0.49055889,0.088827234
0.50371884,-0.77090945
0.51705298,-1.3166732
0.53056131,-1.2268954
0.54424382,-0.65843874
0.55810053,-0.54463661
0.57213142,-0.16392037
0.5863365,-0.23001551
0.60071577,0.096293668
0.61526923,0.8463797
0.62999688,0.73396809
0.64489871,0.99043137
0.65997473,0.96561498
0.67522495,0.59568569
0.69064935,0.33554544
0.70624794,-0.1834332
0.72202072,-0.62399534
0.73796769,-0.27241549
0.75408884,-0.61888972
0.77038419,0.17971921
0.78685372,-0.55109848
0.80349744,-0.16036243
0.82031535,0.3636921
0.83730745,-0.56324864
0.85447374,-0.20392974
0.87181421,0.21811939
0.88932888,-0.40298361
0.90701773,-0.1456701
0.92488077,0.24496187
0.942918,0.1571476
0.96112942,-0.032642324
0.97951503,0.43637641
0.99807483,1.3524391
1.0168088,0.3077026
1.035717,1.1139316
1.0547993,1.363283
1.0740559,0.72634508
1.0934866,1.1482158
1.1130916,1.2877187
1.1328707,1.2546576
1.152824,1.1509935
1.1729515,1.0316283
1.1932532,1.3906795
1.213729,1.0203041
1.2343791,1.1832472
1.2552033,1.1736264
1.2762018,1.0855593
1.2973744,1.0915951
1.3187212,0.72114532
1.3402422,0.83695522
1.3619374,0.69392672
1.3838068,0.8332363
1.4058504,0.98037414
1.4280681,1.2294579
1.4504601,1.3844091
1.4730262,1.1628749
1.4957665,1.1609337
1.518681,0.84525207
1.5417697,0.35700658
1.5650326,0.44913837
1.5884697,0.047137649
1.612081,0.10002402
1.6358664,0.10583669
1.6598261,-0.037385111
1.6839599,0.20369194
1.7082679,0.19377373
1.7327501,0.2779583
1.7574065,0.44055937
1.7822371,0.36000832
1.8072419,0.39708945
1.8324209,0.30866552
1.857774,0.34571692
1.8833013,0.32000835
1.9090029,0.37271628
1.9348786,0.2058015
1.9609285,0.23495028
1.9871526,0.27192732
2.0135509,0.20692872
2.0401234,0.39289563
2.06687,0.3513967
2.0937909,0.35694172
2.1208859,0.37815814
2.1481551,0.19543813
2.1755985,0.30289932
2.2032161,0.17505153
2.2310079,0.21973789
2.2589739,0.26440937
2.2871141,0.37181109
2.3154285,0.4086097
2.343917,0.33558952
2.3725797,0.52922113
2.4014167,0.30715161
2.4304278,0.39094956
2.4596131,0.29434049
2.4889726,0.31536361
2.5185062,0.38343068
2.5482141,0.25540445
2.5780962,0.40971629
2.6081524,0.18754267
2.6383828,0.41241301
2.6687875,0.23726848
2.6993663,0.093481625
2.7301193,0.21634657
2.7610465,0.088216251
2.7921478,0.038502436
2.8234234,0.15347963
2.8548732,-0.084499216
2.8864971,0.1480953
2.9182952,0.00420436
2.9502676,0.27598482
2.9824141,0.25755434
3.0147348,0.11361879
3.0472296,0.51084484
3.0798987,0.50021288
3.112742,0.073879782
3.1457594,0.72988475
3.1789511,0.25646309
3.2123169,0.30851675
3.2458569,0.57232025
3.2795711,0.56159907
3.3134595,0.64498068
3.3475221,0.41462192
3.3817589,0.91366006
3.4161698,0.62052646
3.450755,0.49992702
3.4855143,0.91264603
3.5204478,0.61946783
3.5555556,0.50666691
3.5908375,0.80169426
3.6262936,0.61827537
3.6619238,0.70935141
3.6977283,0.60433416
3.733707,0.67969418
3.7698598,0.83347071
3.8061868,0.5715461
3.8426881,0.70960662
3.8793635,0.83196599
3.9162131,0.53862422
3.9532369,0.66879699
3.9904348,0.56366077
4.027807,0.51341165
4.0653534,0.51020648
4.1030739,0.310908
4.1409686,0.42532015
4.1790376,0.4926586
4.2172807,0.30115866
4.255698,0.2272909
4.2942895,0.27105534
4.3330551,0.17362843
4.371995,0.14677489
4.411109,0.11206334
4.4503973,-0.001094452
4.4898597,0.11318387
4.5294963,-0.031376211
4.5693071,0.12208806
4.6092921,-0.022501764
4.6494513,-0.12789077
4.6897847,0.080430852
4.7302923,-0.16616436
4.770974,-0.020617579
4.8118299,0.030796684
4.8528601,-0.051137255
4.8940644,0.017884725
4.9354429,-0.054276388
4.9769956,-0.10291471
5.0187225,0.036675642
5.0606235,0.011553489
5.1026988,-0.060634108
5.1449482,0.055406968
5.1873719,0.045951226
5.2299697,-0.073315059
5.2727417,0.074078702
5.3156879,0.048916822
5.3588083,-0.038996777
5.4021029,0.092690846
5.4455717,-0.065824231
5.4892146,-0.036110635
5.5330318,0.087713986
5.5770231,0.093884928
5.6211886,0.17848062
5.6655283,0.22385401
5.7100422,0.16725999
5.7547303,0.17340444
5.7995926,0.14032659
5.8446291,0.22488918
5.8898397,0.1525824
5.9352245,0.23713174
5.9807836,0.31383133
6.0265168,0.16307331
6.0724242,0.23975966
6.1185058,0.37134134
6.1647616,-0.014730659
6.2111916,0.46193582
6.2577957,0.26408587
6.3045741,-0.020045202
6.3515266,0.69189553
6.3986533,0.078339447
6.4459543,0.24124733
6.4934294,0.36493291
6.5410787,-0.13099598
6.5889021,0.52600968
6.6368998,0.045753826
6.6850717,0.14588351
6.7334177,0.48914382
6.781938,0.079456332
6.8306324,0.25015438
6.879501,0.27966934
6.9285438,0.2934914
6.9777608,0.1504441
7.027152,0.21915488
7.0767174,0.43687865
7.1264569,0.003615403
7.1763707,0.44093377
7.2264586,0.2429514
7.2767207,0.076334958
7.327157,0.29402562
7.3777675,0.08033711
7.4285522,0.3764459
7.4795111,0.14705788
7.5306442,0.14511421
7.5819514,0.3706149
7.6334329,-0.062714557
7.6850885,0.24120427
7.7369183,0.05099882
7.7889223,0.12745342
7.8411005,0.2039014
7.8934529,0.11563687
7.9459795,0.17638533
7.9986802,0.04889188
8.0515552,0.1096271
8.1046043,0.021336088
8.1578277,-0.043432132
8.2112252,0.15061656
8.2647969,-0.078870788
8.3185428,-0.010325538
8.3724629,0.042526816
8.4265572,0.024784314
8.4808256,-0.10878995
8.5352683,-0.069815977
8.5898851,-0.022999635
8.6446761,-0.023242891
8.6996413,-0.10976143
8.7547808,-0.047261133
8.8100943,-0.023977296
8.8655821,-0.12618443
8.9212441,-0.01662763
8.9770803,-0.11099317
9.0330906,-0.040653605
9.0892751,-0.048746184
9.1456339,0.005905561
9.2021668,-0.18258072
9.2588739,0.083834183
9.3157552,-0.057594823
9.3728107,-0.1362795
9.4300403,-0.018886527
9.4874442,-0.11325903
9.5450222,0.059034361
9.6027745,-0.051025963
9.6607009,-0.066969412
9.7188015,0.13669421
9.7770763,-0.059642946
9.8355253,0.018528931
9.8941485,0.096700035
9.9529458,-0.021208066
10.011917,-0.005783607
10.071063,0.033169491
10.130383,0.079964952
10.189877,0.024798856
10.249545,0.23629865
10.309388,-0.007104284
10.369405,0.071060633
10.429596,0.24334242
10.489961,-0.015749108
10.5505,0.2114331
10.611213,0.038614528
10.672101,0.10893244
10.733163,0.31258291
10.794399,0.17113457
10.855809,0.22576389
10.917393,0.24901989
10.979152,0.13109864
11.041085,0.20141191
11.103192,0.17760677
11.165473,0.24007536
11.227928,0.21626866
11.290558,0.074814136
11.353361,0.24708433
11.416339,-0.10613645
11.479491,0.41907337
11.542818,0.14428242
11.606318,0.089098532
11.669993,0.32410995
11.733841,0.2218657
11.797864,-0.10783031
11.862062,0.51149252
11.926433,-0.13977366
11.990979,0.23641037
12.055698,0.040044598
12.120592,0.29858002
12.185661,-0.070336315
12.250903,0.20388383
12.316319,0.16437772
12.38191,0.015066907
12.447675,-0.008754481
12.513614,0.21056061
12.579727,0.037718071
12.646015,-0.009635048
12.712477,0.13908949
12.779112,-0.033755372
12.845923,0.02869311
12.912907,-0.018663102
12.980065,0.17711717
13.047398,-0.089848436
13.114905,-0.050932459
13.182586,0.05857098
13.250441,0.026897175
13.31847,0.010908871
13.386674,-0.075668442
13.455051,-0.01322692
13.523603,-0.1468646
13.592329,-0.084424627
13.66123,-0.014142288
13.730304,0.040453004
13.799553,-0.022599537
13.868976,0.039837345
13.938573,-0.14870694
14.008344,-0.023526505
14.07829,-0.12579783
14.148409,-0.039834625
14.218703,-0.079362394
14.289171,-0.1110478
14.359813,0.061187591
14.43063,-0.072460145
14.50162,0.044871737
14.572785,-0.010346173
14.644124,-0.065564857
14.715637,0.01254902
14.787324,0.054754838
14.859186,-0.005011921
14.931221,0.021484039
15.003431,-0.069678853
15.075815,0.058754307
15.148374,0.022469792
15.221106,-0.045199064
15.294013,-0.010918927
15.367094,0.023349418
15.440349,0.073292245
15.513778,-0.010110054
15.587381,0.047652327
15.661159,-0.043616693
15.735111,0.029808378
15.809237,0.032633421
15.883537,0.13740746
15.958011,-0.079398927
16.03266,0.17437113
16.107482,0.083031361
16.182479,-0.063222164
16.25765,0.088551735
16.332996,0.036392274
16.408515,-0.039308391
16.484209,-0.013060064
16.560077,-0.018196078
16.636119,0.057554931
16.712335,0.047007324
16.788725,-0.10474086
16.86529,0.03368293
16.942029,-0.19654484
17.018942,0.035948386
17.096029,-0.045307986
17.17329,-0.048157092
17.250726,-0.1765205
17.328335,-0.022555073
17.406119,-0.22155493
17.484077,-0.11469654
17.56221,-0.15688186
17.640516,-0.05007168
17.718997,-0.12367776
17.797652,-0.11887658
17.876481,0.26237109
17.955484,0.11810445
18.034662,-0.034029432
18.114013,0.30793023
18.193539,-0.016800883
18.273239,0.24667919
18.353113,0.53366457
18.433162,0.55395918
18.513384,0.61344537
18.593781,0.3670251
18.674352,0.74803171
18.755097,0.59568087
18.836016,0.51389417
18.91711,0.20463237
18.998377,0.044366085
19.079819,0.15858549
19.161435,-0.12721921
19.243226,-0.2640284
19.32519,-0.01654798
19.407329,0.034829905
19.489642,-0.25891435
19.572129,-0.3801337
19.65479,-0.17980853
19.737625,-0.30891922
19.820635,-0.42236775
19.903819,-0.19858548
19.987177,-0.39835673
20.070709,-0.36285797
20.154415,-0.40581468
20.238296,0.39042018
20.32235,0.94349368
20.406579,-0.048554959
20.490982,0.47309778
20.57556,12.97904
20.660311,30.755547
20.745237,11.849676
20.830337,0.34770298
20.915611,1.8339411
21.001059,1.6338806
21.086681,1.1043842
21.172478,0.71604013
21.258449,1.2845347
21.344594,1.2961425
21.430913,1.0802752
21.517406,1.052619
