,Intensity
-7.86E-05,-0.43737024
2.18E-07,-0.33740869
9.60E-05,-0.22975779
0.00036601,-0.38354479
0.0008102,0.31618608
0.00142856,0.33925413
0.00222112,-2.1520953
0.00318787,-1.9291042
0.00432881,-3.5900038
0.00564393,-3.8821992
0.00713324,-3.9975394
0.00879674,-3.7745483
0.01063443,-4.0129181
0.01264631,-3.9026038
0.01483238,-3.6844079
0.01719263,-0.39024135
0.01972708,4.6111916
0.02243571,9.6205444
0.02531853,6.6793397
0.02837554,3.9998035
0.03160674,7.6642119
0.03501213,2.9474591
0.0385917,-3.8913237
0.04234547,-3.1020406
0.04627342,3.7928173
0.05037556,1.3299666
0.05465189,0.65127564
0.05910241,-0.12714622
0.06372712,-0.71310372
0.06852602,-2.667535
0.0734991,-1.4998594
0.07864638,5.4581275
0.08396784,9.848102
0.08946349,5.2186993
0.09513333,-1.8403075
0.10097736,-3.85487
0.10699557,-3.808456
0.11318798,-3.9002196
0.11955457,-2.7383886
0.12609535,-0.81508133
0.13281032,-0.35251998
0.13969948,-1.3430152
0.14676283,-0.087989607
0.15400037,1.9515803
0.16141209,3.6761175
0.16899801,2.824953
0.17675811,2.2969718
0.1846924,2.0614164
0.19280088,1.4262455
0.20108355,-0.23906774
0.20954041,-2.2194138
0.21817145,-1.6235968
0.22697669,0.28732956
0.23595611,1.3372793
0.24510972,1.1802317
0.25443752,1.1233763
0.26393951,2.1125031
0.27361569,0.64126837
0.28346605,-1.2987861
0.29349061,-1.7622547
0.30368935,-1.771821
0.31406228,-2.6808108
0.3246094,-3.0820728
0.33533071,-1.6145921
0.34622621,-0.52365891
0.3572959,0.64439834
0.36853977,1.8126862
0.37995783,1.5663642
0.39155009,1.3740983
0.40331653,1.2358884
0.41525716,1.5669595
0.42737197,1.6675806
0.43966098,1.6761602
0.45212418,1.9771657
0.46476156,1.4325732
0.47757313,0.51143324
0.49055889,0.20567186
0.50371884,-0.41512228
0.51705298,-0.69735441
0.53056131,-0.61026713
0.54424382,-0.33840484
0.55810053,-0.29699245
0.57213142,-0.49371932
0.5863365,-0.27499068
0.60071577,-0.17906104
0.61526923,0.19391582
0.62999688,0.72091027
0.64489871,0.67912341
0.65997473,0.9471388
0.67522495,1.0382863
0.69064935,0.56809835
0.70624794,0.52081183
0.72202072,-0.28004386
0.73796769,-0.33504542
0.75408884,-0.23627282
0.77038419,-0.39895097
0.78685372,-0.72311833
0.80349744,-0.047683005
0.82031535,-0.64869267
0.83730745,-0.97289856
0.85447374,0.29457819
0.87181421,-0.42949961
0.88932888,-0.61533574
0.90701773,0.19843081
0.92488077,0.043326383
0.942918,-0.465501
0.96112942,0.29440156
0.97951503,0.28535625
0.99807483,0.6300082
1.0168088,0.29029514
1.035717,1.2731375
1.0547993,1.2409727
1.0740559,1.3241354
1.0934866,1.7379273
1.1130916,1.2904991
1.1328707,1.4043806
1.152824,1.1952965
1.1729515,0.92468485
1.1932532,1.0615959
1.213729,0.90629876
1.2343791,0.92015449
1.2552033,1.0724057
1.2762018,1.0554783
1.2973744,1.3614908
1.3187212,1.0984786
1.3402422,0.88927891
1.3619374,0.93381496
1.3838068,0.87837662
1.4058504,0.86906153
1.4280681,0.82897619
1.4504601,0.81963541
1.4730262,1.0102049
1.4957665,0.71633245
1.518681,0.87611883
1.5417697,0.63604616
1.5650326,0.49592219
1.5884697,0.38654277
1.612081,0.10029545
1.6358664,0.26770695
1.6598261,-0.026255411
1.6839599,-0.02803531
1.7082679,0.062444147
1.7327501,0.12215336
1.7574065,0.42021958
1.7822371,0.25691194
1.8072419,0.45499091
1.8324209,0.45313393
1.857774,0.45126411
1.8833013,0.47244949
1.9090029,0.20911606
1.9348786,0.26103315
1.9609285,0.11301428
1.9871526,0.10339087
2.0135509,0.047618515
2.0401234,-0.000477338
2.06687,0.27436667
2.0937909,0.064768771
2.1208859,0.36265514
2.1481551,0.2837505
2.1755985,0.30479456
2.2032161,0.37196189
2.2310079,0.22381455
2.2589739,0.33709228
2.2871141,0.20429796
2.3154285,0.34830739
2.343917,0.38465308
2.3725797,0.26719892
2.4014167,0.35734436
2.4304278,0.43209826
2.4596131,0.25309075
2.4889726,0.38164441
2.5185062,0.41791302
2.5482141,0.48492618
2.5780962,0.29048858
2.6081524,0.31133995
2.6383828,0.30142107
2.6687875,0.13770234
2.6993663,0.19696192
2.7301193,0.063974892
2.7610465,-0.030578228
2.7921478,0.24394462
2.8234234,0.12629775
2.8548732,-0.11439156
2.8864971,0.40615195
2.9182952,-0.20365187
2.9502676,0.49372101
2.9824141,-0.18531266
3.0147348,0.066052211
3.0472296,0.54808474
3.0798987,0.1996546
3.112742,0.10496016
3.1457594,0.72536246
3.1789511,0.046251712
3.2123169,0.2821608
3.2458569,0.54881444
3.2795711,0.51557058
3.3134595,0.18242921
3.3475221,0.57976326
3.3817589,0.50034476
3.4161698,0.2209903
3.450755,0.77976217
3.4855143,0.64647968
3.5204478,0.52087368
3.5555556,0.68745015
3.5908375,0.73098417
3.6262936,0.75143729
3.6619238,0.61809056
3.6977283,0.73847954
3.733707,0.78196218
3.7698598,0.5101686
3.8061868,0.70741255
3.8426881,0.58169093
3.8793635,0.64050088
3.9162131,0.63009383
3.9532369,0.51202303
3.9904348,0.71689209
4.027807,0.49883404
4.0653534,0.49606495
4.1030739,0.59324457
4.1409686,0.28287578
4.1790376,0.41847645
4.2172807,0.23111157
4.255698,0.25903565
4.2942895,0.26387883
4.3330551,0.045718012
4.371995,0.28121601
4.411109,0.10147624
4.4503973,-0.055208316
4.4898597,0.22638724
4.5294963,-0.076420665
4.5693071,0.028294143
4.6092921,0.033034553
4.6494513,-0.11602489
4.6897847,0.042476831
4.7302923,-0.21425921
4.770974,-0.078851232
4.8118299,0.025786498
4.8528601,-0.17716263
4.8940644,0.090368797
4.9354429,-0.057331436
4.9769956,-0.15121296
5.0187225,0.10091952
5.0606235,-0.1160051
5.1026988,-0.02536246
5.1449482,0.11140954
5.1873719,-0.090156627
5.2299697,0.13118473
5.2727417,-0.031948175
5.3156879,-0.04899017
5.3588083,0.17233095
5.4021029,-0.1138518
5.4455717,0.061319722
5.4892146,-0.02495341
5.5330318,0.15020462
5.5770231,0.033160594
5.6211886,0.016071374
5.6655283,0.32192812
5.7100422,-0.025816653
5.7547303,0.22620115
5.7995926,0.19370624
5.8446291,0.061243039
5.8898397,0.36706605
5.9352245,0.24227871
5.9807836,0.19437812
6.0265168,0.39252999
6.0724242,-0.001404856
6.1185058,0.46586078
6.1647616,0.048844394
6.2111916,0.27772668
6.2577957,0.34512587
6.3045741,0.097254947
6.3515266,0.4491466
6.3986533,0.17050479
6.4459543,0.34552789
6.4934294,0.28986374
6.5410787,0.16498869
6.5889021,0.27847676
6.6368998,0.23048172
6.6850717,0.29782019
6.7334177,0.23443296
6.781938,0.31713663
6.8306324,0.16146371
6.879501,0.12881364
6.9285438,0.38835213
6.9777608,0.16345481
7.027152,0.29995021
7.0767174,0.1673116
7.1264569,0.26534676
7.1763707,0.20958816
7.2264586,0.16920152
7.2767207,0.35948864
7.327157,0.17299084
7.3777675,0.14796266
7.4285522,0.38436564
7.4795111,-0.086658345
7.5306442,0.33427555
7.5819514,0.18619078
7.6334329,0.12268211
7.6850885,0.12837086
7.7369183,0.0802274
7.7889223,0.247379
7.8411005,0.099260503
7.8934529,0.23564121
7.9459795,0.17209207
7.9986802,0.031642681
8.0515552,0.091109651
8.1046043,0.042918971
8.1578277,0.063925697
8.2112252,0.084925676
8.2647969,-0.009421344
8.3185428,0.065390594
8.3724629,-0.036659269
8.4265572,0.061207228
8.4808256,-0.092800064
8.5352683,-0.031506255
8.5898851,-0.062485357
8.6446761,-0.16266932
8.6996413,-0.032173479
8.7547808,-0.093912103
8.8100943,-0.071068581
8.8655821,0.005599685
8.9212441,-0.16379196
8.9770803,-0.11019316
9.0330906,-0.095041819
9.0892751,-0.095269883
9.1456339,0.012152249
9.2021668,-0.18800034
9.2588739,0.042449986
9.3157552,-0.042363759
9.3728107,-0.25020782
9.4300403,0.080201938
9.4874442,-0.081507431
9.5450222,-0.02022635
9.6027745,-0.005082077
9.6607009,0.002372138
9.7188015,-0.013242405
9.7770763,-0.021168304
9.8355253,0.1708282
9.8941485,-0.060090275
9.9529458,0.008875207
10.011917,0.17780154
10.071063,-0.091565808
10.130383,0.10811651
10.189877,0.13094306
10.249545,-0.030775502
10.309388,0.26886625
10.369405,-0.008193984
10.429596,0.1914848
10.489961,0.045142107
10.5505,0.060275067
10.611213,0.23688367
10.672101,0.044402763
10.733163,0.15949515
10.794399,0.28227619
10.855809,0.082103806
10.917393,0.16643668
10.979152,0.15849663
11.041085,0.15824524
11.103192,0.21950793
11.165473,0.15774032
11.227928,0.24206965
11.290558,0.22643673
11.353361,0.072394791
11.416339,0.49505341
11.479491,-0.10497225
11.542818,0.26385951
11.606318,0.3020485
11.669993,-0.051920084
11.733841,0.2477054
11.797864,0.13210526
11.862062,-0.01425298
11.926433,0.33919584
11.990979,0.20821488
12.055698,0.046475812
12.120592,0.2615142
12.185661,0.07670567
12.250903,-0.13886097
12.316319,0.24534101
12.38191,0.15280256
12.447675,-0.024319453
12.513614,-0.086101915
12.579727,0.37499073
12.646015,-0.24042636
12.712477,-0.033083686
12.779112,0.39724944
12.845923,-0.17972302
12.912907,-0.026207922
12.980065,0.19651063
13.047398,-0.026753848
13.114905,0.042176281
13.182586,-0.15802156
13.250441,0.28768532
13.31847,-0.22777729
13.386674,-0.089645839
13.455051,0.27147606
13.523603,-0.28243542
13.592329,0.055617017
13.66123,0.078405388
13.730304,-0.12179811
13.799553,0.14704806
13.868976,-0.1069823
13.938573,0.054211546
14.008344,-0.18444153
14.07829,-0.1462787
14.148409,0.045670427
14.218703,-0.14684867
14.289171,0.091235148
14.359813,-0.093596009
14.43063,0.036835488
14.50162,-0.03265683
14.572785,-0.086771153
14.644124,0.035968871
14.715637,-0.010457516
14.787324,-0.038139963
14.859186,-0.01200817
14.931221,0.098695263
15.003431,-0.059739774
15.075815,0.012494483
15.148374,0.007824026
15.221106,0.026210408
15.294013,0.044585577
15.367094,-0.05239072
15.440349,0.15050643
15.513778,-0.069521894
15.587381,0.094906081
15.661159,-0.002115065
15.735111,-0.060700672
15.809237,0.072936266
15.883537,-0.047186568
15.958011,0.032602494
16.03266,0.081622941
16.107482,-0.007776127
16.182479,0.033532546
16.25765,-0.048199597
16.332996,0.023844052
16.408515,-0.019463764
16.484209,0.10638291
16.560077,-0.021530181
16.636119,0.031882874
16.712335,0.046830619
16.788725,-0.16123135
16.86529,-0.038669821
16.942029,0.053115751
17.018942,-0.2626528
17.096029,0.090533563
17.17329,-0.071485099
17.250726,-0.010531163
17.328335,-0.034178638
17.406119,-0.19625298
17.484077,0.14915124
17.56221,-0.082164363
17.640516,-0.12126477
17.718997,0.070296766
17.797652,-0.091870365
17.876481,0.038139255
17.955484,-0.1855798
18.034662,0.21351997
18.114013,0.27426976
18.193539,-0.28014703
18.273239,0.38033497
18.353113,0.17190182
18.433162,-0.22109428
18.513384,0.88531435
18.593781,0.29235802
18.674352,0.2914631
18.755097,0.082937163
18.836016,0.14351993
18.91711,0.27328829
18.998377,-0.21210993
19.079819,0.025272211
19.161435,0.05502334
19.243226,-0.53808146
19.32519,0.083712522
19.407329,-0.19416603
19.489642,-0.4951312
19.572129,-0.1348308
19.65479,-0.19746323
19.737625,-0.46003732
19.820635,-0.46888141
19.903819,-0.1317233
19.987177,-0.44817851
20.070709,-0.49552503
20.154415,-0.050771691
20.238296,0.06332103
20.32235,0.4388331
20.406579,0.31451885
20.490982,0.021020328
20.57556,6.7171226
20.660311,25.762303
20.745237,12.489125
20.830337,0.56156577
20.915611,0.29873186
21.001059,1.389205
21.086681,1.1570914
21.172478,0.27905381
21.258449,0.96193574
21.344594,0.92968955
21.430913,0.43606378
21.517406,0.85745213
21.604074,0.20231289
21.690915,0.68517893
21.777931,0.74511214
21.865121,0.24370423
21.952486,0.64193174
22.040024,0.44037137
22.127737,0.031179981
22.215624,0.26018611
22.303685,-0.079838241
22.39192,-0.081549739
22.480329,0.055128509
22.568913,-0.32339827
22.657671,0.043923371
22.746603,-0.21161092
22.835709,-0.15840737
22.924989,-0.17470983
23.014444,-0.57578164
23.104073,-0.62344518
23.193876,-1.1173929
23.283853,-0.98880507
23.374004,-1.1373357
23.46433,-1.7013931
23.554829,-1.4353025
23.645503,-1.8692446
23.736351,-2.0343613
23.827373,-2.0306142
23.91857,-2.511598
24.009941,-2.2239486
24.101485,-2.551749
24.193204,-2.7952684
24.285098,-2.9160601
24.377165,-3.2678342
24.469407,-3.312336
24.561822,-3.5724416
24.654412,-3.7328874
24.747176,-3.870567
24.840115,-3.8393827
24.933227,-4.1622104
25.026514,-4.4161358
25.119975,-4.2858956
25.21361,-4.7095904
25.307419,-4.0109419
25.401403,-3.8585391
25.49556,-1.0536123
25.589892,10.632212
25.684398,22.394628
25.779078,3.6761582
25.873933,11.931627
25.968961,83.754652
26.064164,86.019513
26.159541,85.792723
26.255092,75.984701
26.350818,70.613132
26.446717,62.934456
26.542791,59.976739
26.639039,70.359743
26.735461,77.735909
26.832057,78.829574
26.928828,79.253964
27.025772,80.116345
27.122891,79.348282
27.220184,78.295411
27.317652,77.495987
27.415293,75.119944
27.513109,72.605191
27.611098,68.498441
27.709262,64.314495
27.807601,58.023365
27.906113,52.170227
28.0048,46.601293
28.10366,41.23198
28.202695,37.008078
28.301904,31.89191
28.401288,29.812733
28.500845,28.225373
28.600577,25.315143
28.700483,23.927102
28.800563,23.300006
28.900817,21.942119
29.001246,21.64506
29.101848,22.262733
29.202625,20.650192
29.303576,19.975449
29.404701,17.324242
29.506001,14.295955
29.607474,12.397701
29.709122,10.183881
29.810944,9.5999022
29.91294,9.1309614
30.01511,8.138843
30.117455,7.2925204
30.219974,7.1686948
30.322666,6.8292656
30.425534,6.2204073
30.528575,4.7884867
30.63179,3.0410009
30.73518,3.1002105
30.838744,2.3132898
30.942482,1.7644371
31.046394,1.0845636
31.15048,1.0656723
31.254741,1.5232189
31.359176,1.2807328
31.463785,1.4762379
31.568568,1.1331865
31.673525,1.681798
31.778657,1.6303383
31.883963,2.2936863
31.989442,2.2493122
32.095097,1.8509262
32.200925,1.5521999
32.306927,1.8529411
32.413104,1.5228537
32.519455,1.7999231
32.62598,1.5495349
32.732679,0.64569565
32.839553,-0.27337845
32.9466,-0.69250099
33.053822,-0.99613947
33.161218,-1.7994419
33.268788,-1.756772
33.376532,-1.4755885
33.484451,-0.94820191
33.592544,-0.020825335
33.700811,2.1523698
33.809252,2.9570044
33.917867,6.0301411
34.026657,9.6262974
34.13562,12.522867
34.244758,13.066639
34.35407,12.687832
34.463556,11.340312
34.573217,9.5238843
34.683052,6.8387043
34.79306,4.0767746
34.903243,2.2684682
35.013601,1.1600364
35.124132,-0.53264223
35.234838,-0.68730698
35.345717,0.96516938
35.456771,1.1645023
35.567999,0.072168276
35.679402,1.0330345
35.790978,1.7326067
35.902729,1.102065
36.014654,1.5712443
36.126753,1.2485642
36.239026,0.86451322
36.351474,1.4187067
36.464095,1.0118753
36.576891,1.228025
36.689861,0.5139071
36.803005,1.1532587
36.916324,0.70855567
37.029816,0.43316218
37.143483,1.0421878
37.257324,0.82090733
37.371339,0.33064344
37.485529,0.92472173
37.599892,0.11179274
37.71443,0.24479763
37.829142,0.53942268
37.944028,0.21135416
38.059088,-0.19346405
38.174323,-0.15266544
38.289731,0.36499268
38.405314,-0.81657582
38.521071,-0.8292433
38.637002,-0.46501282
38.753108,-0.71581058
38.869387,-0.84345895
38.985841,-0.91716208
39.102469,-0.88309451
39.219271,-0.98731547
39.336248,-0.91456158
39.453398,-0.83399855
39.570723,-1.1147152
39.688222,-0.28804562
39.805895,-0.71462035
39.923742,-1.0718711
40.041764,-0.80616477
40.15996,-0.57109601
40.278329,-0.42817967
40.396873,-0.4312412
40.515592,-0.17274503
40.634484,0.6625722
40.753551,0.53684043
40.872792,0.84952141
40.992207,0.30111496
41.111796,-0.88974733
41.231559,-1.1277223
41.351497,-1.7430677
41.471608,-1.9437803
41.591894,-2.1681531
41.712355,-2.8621684
41.832989,-3.449125
41.953797,-3.4445937
42.07478,-3.6405778
42.195937,-4.3138937
42.317268,-4.8263254
42.438773,-4.5934823
42.560453,-2.200524
42.682306,8.8884973
42.804334,23.998457
42.926536,2.8986735
43.048912,5.5737692
43.171463,73.154078
43.294187,74.713034
43.417086,74.387506
43.540159,71.862232
43.663406,59.916912
43.786828,53.76877
43.910423,26.15906
44.034193,12.858638
44.158137,18.188919
44.282255,17.882314
44.406547,14.637786
44.531014,18.374595
44.655654,19.557948
44.780469,22.985999
44.905458,25.959787
45.030621,22.166354
45.155959,18.833689
45.28147,23.658833
45.407156,50.79788
45.533016,31.23891
45.65905,3.620909
45.785259,0.72357691
45.911641,3.8541032
46.038198,0.68645951
46.164929,-1.5898117
46.291834,-1.5291127
46.418913,-2.0687751
46.546167,-3.693228
46.673595,-3.7650244
46.801196,-2.8454867
46.928972,-1.6651033
47.056923,1.0218005
47.185047,2.6854287
47.313346,3.4582717
47.441819,3.9852696
47.570466,5.9196326
47.699287,7.7234909
47.828282,3.5760061
47.957452,-1.2017913
48.086795,-1.8425042
48.216313,-1.475698
48.346006,-2.6157905
48.475872,-2.4177219
48.605912,6.323429
48.736127,29.297781
48.866516,15.471117
48.997079,8.418985
49.127816,23.81228
49.258728,41.797101
49.389813,49.047802
49.521073,50.685492
49.652507,53.146156
49.784115,59.305613
49.915898,55.292272
50.047854,46.096524
50.179985,40.768733
50.31229,35.910207
50.444769,28.091495
50.577423,23.771651
50.71025,20.267092
50.843252,23.775435
50.976428,21.886069
51.109778,16.313717
51.243302,14.963033
51.377001,15.196569
51.510873,12.216171
51.64492,11.112189
51.779141,9.5470592
51.913536,8.074416
52.048106,6.2482769
52.182849,5.0528785
52.317767,3.9422771
52.452859,3.0933277
52.588125,3.6517436
52.723566,2.487959
52.85918,1.8472644
52.994969,1.7527277
53.130932,0.43579847
53.267069,0.1263882
53.40338,-0.9825004
53.539866,-0.7609173
53.676525,-1.392638
53.813359,-1.8703576
53.950367,-2.227729
54.08755,-2.7004063
54.224906,-2.1272975
54.362437,-3.26119
54.500141,-2.964829
54.63802,-2.6761228
54.776074,-3.3331722
54.914301,-2.690687
55.052703,-1.3253685
55.191278,-1.1441754
55.330028,-2.2316907
55.468952,-1.6352038
55.608051,-1.138644
55.747323,-1.6416653
55.88677,-2.383022
56.026391,-3.2319951
56.166186,-2.5430638
56.306155,-2.7153052
56.446298,-2.8336868
56.586616,-2.0446905
56.727108,-1.8784972
56.867774,-1.3124233
57.008614,-0.46949821
57.149629,-1.125962
57.290817,-1.0826605
57.43218,-0.061695326
57.573717,1.3513488
57.715428,1.8877291
57.857313,2.4240315
57.999373,3.3677915
58.141607,2.2584171
58.284014,1.8410063
58.426597,0.50079552
58.569353,0.90598936
58.712283,0.5344809
58.855388,0.62425555
58.998667,1.6443637
59.14212,1.964663
59.285747,1.5620854
59.429548,0.71344769
59.573524,0.11079123
59.717674,0.8152464
59.861998,2.0809462
60.006496,2.7775562
60.151168,1.0365642
60.296015,0.033671969
60.441036,0.87614585
60.58623,0.89578135
60.7316,-1.2915046
60.877143,-2.5484571
61.02286,-2.6828423
61.168752,-2.8249949
61.314818,-2.6058259
61.461058,-2.963436
61.607472,-1.7448073
61.754061,-1.525872
61.900823,0.55380806
62.04776,2.3181469
62.194871,4.2438842
62.342156,5.3544724
62.489616,8.4642138
62.637249,31.989102
62.785057,25.294766
62.933039,3.6983914
63.081195,-0.43554683
63.229525,3.7887608
63.37803,1.6769658
63.526708,-0.035060832
63.675561,10.202085
63.824588,11.919353
63.97379,3.3866386
64.123165,5.8496174
64.272715,15.532818
64.422439,21.048313
64.572337,24.948967
64.722409,40.583491
64.872655,47.152193
65.023076,26.915743
65.17367,20.527734
65.324439,23.166945
65.475383,18.047523
65.6265,17.057205
65.777791,45.601602
65.929257,58.067491
66.080897,24.589434
66.232711,2.9759663
66.384699,9.7361232
66.536862,7.3535647
66.689198,5.0093751
66.841709,5.110321
66.994394,6.5875826
67.147254,3.8510024
67.300287,0.42999205
67.453495,1.4149015
