,Intensity
-7.86E-05,-0.55780392
2.18E-07,-0.22839216
9.60E-05,-0.15780392
0.00036601,-0.52643137
0.0008102,-0.12643137
0.00142856,0.31278431
0.00222112,-2.0401569
0.00318787,-2.4323137
0.00432881,-3.2323137
0.00564393,-3.5303529
0.00713324,-3.4283922
0.00879674,-3.7891765
0.01063443,-3.3891765
0.01264631,-3.7314782
0.01483238,-3.6578515
0.01719263,-0.37613961
0.01972708,4.137187
0.02243571,9.4507556
0.02531853,5.8155468
0.02837554,3.8590114
0.03160674,7.604679
0.03501213,2.4486278
0.0385917,-3.4679655
0.04234547,-2.8196109
0.04627342,4.1505545
0.05037556,2.0856679
0.05465189,0.75827824
0.05910241,0.06642483
0.06372712,-1.0251865
0.06852602,-1.9753792
0.0734991,-0.86258471
0.07864638,6.0543734
0.08396784,10.171574
0.08946349,3.7948984
0.09513333,-2.3932995
0.10097736,-3.5224317
0.10699557,-3.5532826
0.11318798,-3.4662444
0.11955457,-2.4770032
0.12609535,-1.1659514
0.13281032,-0.71740251
0.13969948,-1.5705723
0.14676283,0.054931362
0.15400037,2.017932
0.16141209,3.4243121
0.16899801,2.5799538
0.17675811,2.378975
0.1846924,2.3900029
0.19280088,1.9934298
0.20108355,-0.15976395
0.20954041,-2.6421273
0.21817145,-2.1516996
0.22697669,0.09583296
0.23595611,1.4965488
0.24510972,1.4465264
0.25443752,1.4045892
0.26393951,2.1472079
0.27361569,0.84300979
0.28346605,-1.135456
0.29349061,-1.3489737
0.30368935,-1.6877396
0.31406228,-2.8890085
0.3246094,-3.0861137
0.33533071,-1.8241532
0.34622621,-0.53057811
0.3572959,0.83382734
0.36853977,1.7906318
0.37995783,1.9241489
0.39155009,1.7598689
0.40331653,1.7213212
0.41525716,2.4437999
0.42737197,2.0841678
0.43966098,1.9365425
0.45212418,2.0558259
0.46476156,1.2655476
0.47757313,0.49119764
0.49055889,-0.086831784
0.50371884,-0.54697205
0.51705298,-1.0303996
0.53056131,-0.80770272
0.54424382,-0.4122147
0.55810053,-0.29883752
0.57213142,-0.29502215
0.5863365,-0.42429801
0.60071577,-0.19254745
0.61526923,0.37670012
0.62999688,0.32658195
0.64489871,0.83356863
0.65997473,1.0048284
0.67522495,1.0819557
0.69064935,0.80612686
0.70624794,0.44400863
0.72202072,-0.074987233
0.73796769,0.11188436
0.75408884,-0.57969032
0.77038419,-0.24382891
0.78685372,-0.72366867
0.80349744,-0.1446998
0.82031535,-0.6559419
0.83730745,-0.61033616
0.85447374,0.19603901
0.87181421,-0.35446347
0.88932888,-0.18341221
0.90701773,0.43468297
0.92488077,0.17433189
0.942918,-0.10172037
0.96112942,0.14770268
0.97951503,0.2637775
0.99807483,0.27787663
1.0168088,0.35470597
1.035717,1.4511283
1.0547993,1.0730258
1.0740559,1.5027517
1.0934866,1.8932469
1.1130916,1.4915704
1.1328707,1.7722319
1.152824,1.5273884
1.1729515,1.0393927
1.1932532,1.2102056
1.213729,0.79276833
1.2343791,0.76747303
1.2552033,0.78922166
1.2762018,0.74036716
1.2973744,1.1699291
1.3187212,0.79947622
1.3402422,1.0878319
1.3619374,1.2271531
1.3838068,0.97430259
1.4058504,0.97241754
1.4280681,0.95483132
1.4504601,0.98428902
1.4730262,1.0058887
1.4957665,1.1059048
1.518681,0.65688649
1.5417697,0.73334343
1.5650326,0.51174627
1.5884697,0.28229107
1.612081,0.46066411
1.6358664,0.2468654
1.6598261,0.0565812
1.6839599,0.15647818
1.7082679,0.052438702
1.7327501,0.19936472
1.7574065,0.34627584
1.7822371,0.34415245
1.8072419,0.29495535
1.8324209,0.30064531
1.857774,0.47102626
1.8833013,0.42962761
1.9090029,0.42742975
1.9348786,0.33894248
1.9609285,0.31318541
1.9871526,0.075648748
2.0135509,0.20672464
2.0401234,0.30641308
2.06687,0.19432192
2.0937909,0.35672567
2.1208859,0.33872237
2.1481551,0.35991986
2.1755985,0.45169069
2.2032161,0.17481917
2.2310079,0.47048177
2.2589739,0.36612948
2.2871141,0.25391916
2.3154285,0.49463511
2.343917,0.35886559
2.3725797,0.37994391
2.4014167,0.36963479
2.4304278,0.36715391
2.4596131,0.27054048
2.4889726,0.48763766
2.5185062,0.46158268
2.5482141,0.45119907
2.5780962,0.44864372
2.6081524,0.32058326
2.6383828,0.26309615
2.6687875,0.13500591
2.6993663,0.11670469
2.7301193,0.051329758
2.7610465,0.13495953
2.7921478,0.11661363
2.8234234,0.051194008
2.8548732,0.33870067
2.8864971,-0.13459189
2.9182952,0.30190459
2.9502676,0.47956264
2.9824141,-0.26044127
3.0147348,0.73287326
3.0472296,0.14970231
3.0798987,0.15475176
3.112742,0.33233533
3.1457594,0.40010008
3.1789511,0.42863425
3.2123169,0.27676137
3.2458569,0.76801085
3.2795711,0.42787288
3.3134595,0.21321022
3.3475221,0.6808856
3.3817589,0.37207549
3.4161698,0.65932892
3.450755,0.7034302
3.4855143,0.6455558
3.5204478,0.901392
3.5555556,0.22387996
3.5908375,1.0522354
3.6262936,0.68841905
3.6619238,0.53635252
3.6977283,0.98819267
3.733707,0.49884145
3.7698598,0.70751455
3.8061868,0.69656492
3.8426881,0.61501215
3.8793635,0.81579742
3.9162131,0.43617565
3.9532369,0.71536251
3.9904348,0.68865212
4.027807,0.41094644
4.0653534,0.73714743
4.1030739,0.31039235
4.1409686,0.5189165
4.1790376,0.36664143
4.2172807,0.23788088
4.255698,0.25812504
4.2942895,0.17639353
4.3330551,0.25150986
4.371995,0.020728943
4.411109,0.1193449
4.4503973,0.061083207
4.4898597,-0.07562475
4.5294963,0.35235828
4.5693071,-0.14516378
4.6092921,0.063181614
4.6494513,0.036217996
4.6897847,-0.19468209
4.7302923,-0.025597064
4.770974,-0.15456615
4.8118299,-0.024726609
4.8528601,-0.098823529
4.8940644,-0.029993262
4.9354429,0.023143298
4.9769956,-0.10411973
5.0187225,0.13723726
5.0606235,-0.013570041
5.1026988,-0.015365168
5.1449482,-0.025010864
5.1873719,0.028081107
5.2299697,0.065479371
5.2727417,0.063654518
5.3156879,0.046135958
5.3588083,0.020766829
5.4021029,0.034605955
5.4455717,0.024908237
5.4892146,0.17206583
5.5330318,0.068235605
5.5770231,0.074201867
5.6211886,0.072317559
5.6655283,0.078268958
5.7100422,0.060683513
5.7547303,0.20779652
5.7995926,0.15098052
5.8446291,0.25886298
5.8898397,0.27262036
5.9352245,0.20009579
5.9807836,0.26089713
6.0265168,0.29031849
6.0724242,0.084438293
6.1185058,0.30208008
6.1647616,0.056969338
6.2111916,0.32165509
6.2577957,0.3118236
6.3045741,0.13727879
6.3515266,0.42547166
6.3986533,-0.070656634
6.4459543,0.6253645
6.4934294,0.1605939
6.5410787,0.087972719
6.5889021,0.58789313
6.6368998,-0.11219389
6.6850717,0.38771166
6.7334177,0.32290389
6.781938,-0.024264246
6.8306324,0.60895234
6.879501,-0.075485564
6.9285438,0.45575537
6.9777608,0.2967928
7.027152,-0.003353671
7.0767174,0.44159046
7.1264569,0.10221344
7.1763707,0.4608682
7.2264586,0.12147631
7.2767207,0.15854758
7.327157,0.40737613
7.3777675,-0.081057664
7.4285522,0.40305013
7.4795111,0.1498956
7.5306442,0.10849834
7.5819514,0.21611325
7.6334329,0.072740343
7.6850885,0.2666149
7.7369183,0.084011445
7.7889223,0.25434173
7.8411005,0.20505674
7.8934529,-0.10305921
7.9459795,0.28685663
7.9986802,-0.060489873
8.0515552,0.10980325
8.1046043,0.099696793
8.1578277,-0.004534747
8.2112252,0.071618438
8.2647969,0.030117133
8.3185428,0.043510357
8.3724629,-0.037221498
8.4265572,0.085960784
8.4808256,-0.1573768
8.5352683,-0.047773848
8.5898851,-0.047975462
8.6446761,0.030253653
8.6996413,-0.095439443
8.7547808,-0.064270437
8.8100943,-0.0174158
8.8655821,-0.14311083
8.9212441,0.013546448
8.9770803,-0.088620452
9.0330906,-0.13588603
9.0892751,-0.065505199
9.1456339,-0.20688971
9.2021668,0.020352579
9.2588739,-0.0112293
9.3157552,-0.12908633
9.3728107,-0.027336164
9.4300403,-0.074606247
9.4874442,-0.051288737
9.5450222,0.034773227
9.6027745,-0.075243882
9.6607009,-0.012712616
9.7188015,0.07334742
9.7770763,-0.14647554
9.8355253,0.22193615
9.8941485,-0.1469077
9.9529458,0.033267407
10.011917,0.23697129
10.071063,-0.20246273
10.130383,0.17378888
10.189877,0.032392792
10.249545,0.03217253
10.309388,0.26724574
10.369405,-0.015328745
10.429596,0.20405691
10.489961,0.039128192
10.5505,0.054590991
10.611213,0.17201393
10.672101,0.046298972
10.733163,0.26568141
10.794399,0.13212203
10.855809,0.17111102
10.917393,0.12382487
10.979152,0.30398904
11.041085,0.084152581
11.103192,0.19372724
11.165473,0.13075223
11.227928,0.19326678
11.290558,0.051859121
11.353361,0.082999834
11.416339,0.27884579
11.479491,-0.24687753
11.542818,0.50582988
11.606318,0.12912489
11.669993,-0.067188595
11.733841,0.34041885
11.797864,0.22253545
11.862062,-0.083583879
11.926433,0.30833536
11.990979,0.088489253
12.055698,0.15883858
12.120592,0.072324518
12.185661,0.27600589
12.250903,0.048314075
12.316319,-0.05388819
12.38191,0.12626184
12.447675,0.18876418
12.513614,-0.18010669
12.579727,0.13337475
12.646015,0.086071233
12.712477,0.13288472
12.779112,-0.2124593
12.845923,0.1716078
12.912907,0.085086022
12.980065,-0.16614228
13.047398,0.12380524
13.114905,0.084340361
13.182586,-0.24532124
13.250441,0.11521259
13.31847,-0.057587557
13.386674,0.051964596
13.455051,-0.042405462
13.523603,-0.058344792
13.592329,-0.042912215
13.66123,-0.1372842
13.730304,0.097754932
13.799553,-0.051520302
13.868976,0.018811663
13.938573,0.0499273
14.008344,-0.19346751
14.07829,0.033725271
14.148409,-0.084180629
14.218703,-0.045224427
14.289171,0.056476229
14.359813,-0.092804149
14.43063,0.032424633
14.50162,-0.06195507
14.572785,0.055429289
14.644124,-0.007579152
14.715637,-0.14901961
14.787324,0.12106396
14.859186,-0.032392634
14.931221,-0.005467829
15.003431,0.10772073
15.075815,-0.045768131
15.148374,0.012496958
15.221106,-0.046895766
15.294013,-0.012181599
15.367094,0.046051225
15.440349,-0.12317769
15.513778,0.068366961
15.587381,-0.030295225
15.661159,-0.042693656
15.735111,-0.000200882
15.809237,0.010908588
15.883537,-0.072110344
15.958011,0.11152664
16.03266,0.036329332
16.107482,0.070925194
16.182479,0.1055103
16.25765,-0.008934955
16.332996,0.096216877
16.408515,-0.080994987
16.484209,0.11825298
16.560077,0.01945098
16.636119,-0.15783342
16.712335,0.16683211
16.788725,-0.081062219
16.86529,-0.023085045
16.942029,0.034881281
17.018942,-0.15814363
17.096029,0.025291196
17.17329,0.091068118
17.250726,-0.14120502
17.328335,0.065726675
17.406119,-0.12735247
17.484077,-0.069462079
17.56221,-0.050798217
17.640516,-0.10273344
17.718997,0.017869514
17.797652,-0.073303088
17.876481,0.15708209
17.955484,-0.028229852
18.034662,0.060957161
18.114013,0.2285647
18.193539,0.058906489
18.273239,0.1559041
18.353113,0.072498703
18.433162,0.012611872
18.513384,0.21938086
18.593781,0.37908018
18.674352,-0.010250959
18.755097,0.063152154
18.836016,-0.23208303
18.91711,0.31188662
18.998377,-0.43042908
19.079819,-0.066873277
19.161435,-0.040583223
19.243226,-0.045676566
19.32519,-0.45078076
19.407329,-0.071582068
19.489642,0.05662538
19.572129,-0.19164861
19.65479,-0.23601187
19.737625,-0.1784252
19.820635,-0.40320232
19.903819,-0.1887746
19.987177,-0.36651458
20.070709,-0.050147772
20.154415,-0.33771338
20.238296,0.15118076
20.32235,0.56163268
20.406579,-0.078906645
20.490982,0.19819024
20.57556,5.5654724
20.660311,18.69745
20.745237,9.7431413
20.830337,0.50646933
20.915611,0.35213943
21.001059,0.94289673
21.086681,0.76501572
